Societe,Date,Annee,Periode,Devise,Categorie,Sous_categorie,Code_ratio,Ratio,Unite,Valeur,Benchmark,Note_sur_5
DELICE,2025-12-31,2025,FY,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,,,
DELICE,2025-12-31,2025,FY,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,,,
DELICE,2025-12-31,2025,FY,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,35.9557,,
DELICE,2025-12-31,2025,FY,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,,,
DELICE,2025-12-31,2025,FY,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,,,
DELICE,2025-12-31,2025,FY,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,,,
DELICE,2025-12-31,2025,FY,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,0.0662,,3.0
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,11.1417,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,10.1066,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,63739609.0,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
DELICE,2025-12-31,2025,FY,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
DELICE,2025-12-31,2025,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
DELICE,2025-12-31,2025,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
DELICE,2025-12-31,2025,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
DELICE,2025-12-31,2025,FY,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
DELICE,2025-12-31,2025,FY,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
DELICE,2025-12-31,2025,FY,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,,"1,5 à 2,0",
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,,"0,9 à 1,2",
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,,"0,30 à 0,80",
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,,positif,
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,,"1,2 à 1,5",
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,0.0,,
SFBT,2005-03-31,2005,T1,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,0.0,30 à 60 j,5.0
SFBT,2005-03-31,2005,T1,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,,2 à 3,
SFBT,2005-03-31,2005,T1,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,,45 % à 65 %,
SFBT,2005-03-31,2005,T1,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,,30 % à 60 %,
SFBT,2005-03-31,2005,T1,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,,40 % à 60 %,
SFBT,2005-03-31,2005,T1,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,,35 % à 50 %,
SFBT,2005-03-31,2005,T1,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,,"1,5 à 2",
SFBT,2005-03-31,2005,T1,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,11.7568,,
SFBT,2005-03-31,2005,T1,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,4.5049,,5.0
SFBT,2005-03-31,2005,T1,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,,,
SFBT,2005-03-31,2005,T1,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,18.1515,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,38.3171,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,25.0602,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,18.1515,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,6052700.947,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2005-03-31,2005,T1,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
SFBT,2005-03-31,2005,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
SFBT,2005-03-31,2005,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
SFBT,2005-03-31,2005,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
SFBT,2005-03-31,2005,T1,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
SFBT,2005-03-31,2005,T1,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2005-03-31,2005,T1,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,1.122,"1,5 à 2,0",1.0
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,0.8207,"0,9 à 1,2",2.0
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,0.1194,"0,30 à 0,80",0.0
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,46.1479,,
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,272.5076,,
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,8788776.988,positif,5.0
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,1.0575,"1,2 à 1,5",3.0
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,35205561.405,,
SFBT,2005-06-30,2005,S1,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,192.6798,30 à 60 j,0.0
SFBT,2005-06-30,2005,S1,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,1.777,2 à 3,5.0
SFBT,2005-06-30,2005,S1,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,69.9401,45 % à 65 %,2.0
SFBT,2005-06-30,2005,S1,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,59.2392,30 % à 60 %,5.0
SFBT,2005-06-30,2005,S1,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,43.7253,40 % à 60 %,5.0
SFBT,2005-06-30,2005,S1,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,31.4247,,
SFBT,2005-06-30,2005,S1,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,1.287,,
SFBT,2005-06-30,2005,S1,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,56.2747,35 % à 50 %,4.0
SFBT,2005-06-30,2005,S1,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,2.287,"1,5 à 2",4.0
SFBT,2005-06-30,2005,S1,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,11.7568,,
SFBT,2005-06-30,2005,S1,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,4.5049,,5.0
SFBT,2005-06-30,2005,S1,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,5.6102,,
SFBT,2005-06-30,2005,S1,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,56.4994,,
SFBT,2005-06-30,2005,S1,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,206.2228,,
SFBT,2005-06-30,2005,S1,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,285.2373,,
SFBT,2005-06-30,2005,S1,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,0.0855,,3.0
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,18.1515,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,38.3171,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,0.305,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,5.5353,5 % à 10 %,5.0
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,7.4843,10 % à 15 %,2.0
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,10.9267,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,10.333,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,25.0602,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,18.1515,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,1.142,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,12105401.895,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,20.764,10 % à 15 %,4.0
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,464.5935,,
SFBT,2005-06-30,2005,S1,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,15.7992,,
SFBT,2005-06-30,2005,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,182.5814,30 à 60 j,0.0
SFBT,2005-06-30,2005,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,285.2373,45 à 75 j,3.0
SFBT,2005-06-30,2005,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,319.6056,45 à 90 j,0.0
SFBT,2005-06-30,2005,S1,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,-16418456.682,,
SFBT,2005-06-30,2005,S1,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2005-06-30,2005,S1,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,1.239,"1,5 à 2,0",2.0
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,0.8701,"0,9 à 1,2",2.0
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,0.1473,"0,30 à 0,80",0.0
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,13297986.453,positif,5.0
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,1.0874,"1,2 à 1,5",3.0
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,32961409.859,,
SFBT,2005-09-30,2005,9M,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,114.9395,30 à 60 j,0.0
SFBT,2005-09-30,2005,9M,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,1.6577,2 à 3,5.0
SFBT,2005-09-30,2005,9M,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,71.2862,45 % à 65 %,2.0
SFBT,2005-09-30,2005,9M,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,59.7923,30 % à 60 %,5.0
SFBT,2005-09-30,2005,9M,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,39.6756,40 % à 60 %,4.0
SFBT,2005-09-30,2005,9M,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,28.4984,,
SFBT,2005-09-30,2005,9M,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,1.5204,,
SFBT,2005-09-30,2005,9M,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,60.3244,35 % à 50 %,4.0
SFBT,2005-09-30,2005,9M,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,2.5204,"1,5 à 2",4.0
SFBT,2005-09-30,2005,9M,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,12.7218,,
SFBT,2005-09-30,2005,9M,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,3.7592,,4.0
SFBT,2005-09-30,2005,9M,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,5.8965,,
SFBT,2005-09-30,2005,9M,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,32.3624,,
SFBT,2005-09-30,2005,9M,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,118.1227,,
SFBT,2005-09-30,2005,9M,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,152.1781,,
SFBT,2005-09-30,2005,9M,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,0.1066,,3.0
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,29.5494,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,0.4904,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,1.8332,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,24.0197,10 % à 15 %,4.0
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2005-09-30,2005,9M,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,18.6926,,
SFBT,2005-09-30,2005,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,100.3871,30 à 60 j,0.0
SFBT,2005-09-30,2005,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,152.1781,45 à 75 j,3.0
SFBT,2005-09-30,2005,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,199.1048,45 à 90 j,0.0
SFBT,2005-09-30,2005,9M,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,-10418386.658,,
SFBT,2005-09-30,2005,9M,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2005-09-30,2005,9M,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,1.4097,"1,5 à 2,0",2.0
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,0.9421,"0,9 à 1,2",4.0
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,0.1879,"0,30 à 0,80",2.0
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,17807195.918,positif,5.0
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,1.1176,"1,2 à 1,5",3.0
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,30717258.316,,
SFBT,2005-12-31,2005,FY,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,78.5953,30 à 60 j,2.0
SFBT,2005-12-31,2005,FY,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,1.5485,2 à 3,5.0
SFBT,2005-12-31,2005,FY,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,72.6998,45 % à 65 %,2.0
SFBT,2005-12-31,2005,FY,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,60.3382,30 % à 60 %,2.0
SFBT,2005-12-31,2005,FY,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,35.4225,40 % à 60 %,4.0
SFBT,2005-12-31,2005,FY,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,25.8203,,
SFBT,2005-12-31,2005,FY,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,1.8231,,
SFBT,2005-12-31,2005,FY,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,64.5775,35 % à 50 %,4.0
SFBT,2005-12-31,2005,FY,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,2.8231,"1,5 à 2",4.0
SFBT,2005-12-31,2005,FY,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,13.2295,,
SFBT,2005-12-31,2005,FY,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,3.367,,4.0
SFBT,2005-12-31,2005,FY,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,6.229,,
SFBT,2005-12-31,2005,FY,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,21.0781,,
SFBT,2005-12-31,2005,FY,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,76.9352,,
SFBT,2005-12-31,2005,FY,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,94.6492,,
SFBT,2005-12-31,2005,FY,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,0.1286,,3.0
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,,,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,25.4504,,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,0.6851,,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2005-12-31,2005,FY,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
